,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
3,ID Blackwell (ENG),2002-2006,33,33,8,8,0,0,8,2 (2ct 0st),0.242,
4,JAR Blain (SCOT),1999-2009,30,30,8,8,0,0,8,1 (1ct 0st),0.266,
5,IG Butler (NZ),2002-2010,24,24,8,8,0,0,8,2 (2ct 0st),0.333,
6,TM Chappell (AUS),1980-1983,19,19,8,8,0,0,8,2 (2ct 0st),0.421,
7,FRJ Coleman (SCOT),2013-2015,15,15,8,8,0,0,8,3 (3ct 0st),0.533,
8,MD Dai (PNG),2014-2018,18,18,8,8,0,0,8,2 (2ct 0st),0.444,
9,SM Davies (ENG),2009-2011,8,8,8,8,0,8,0,2 (2ct 0st),1.0,
10,N Deonarine (WI),2005-2015,30,30,8,8,0,0,8,2 (2ct 0st),0.266,
11,PWH de Silva (SL),2017-2021,28,28,8,8,0,0,8,2 (2ct 0st),0.285,
12,S Dhaniram (CAN),2006-2010,43,43,8,8,0,0,8,1 (1ct 0st),0.186,
13,Enamul Haque jnr (BAN),2005-2009,10,10,8,8,0,0,8,2 (2ct 0st),0.8,
14,Faheem Ashraf (PAK),2017-2021,29,29,8,8,0,0,8,2 (2ct 0st),0.275,
15,ADS Fletcher (WI),2008-2016,25,25,8,5,3,2,3,3 (1ct 2st),0.32,
16,RM Hogg (AUS),1979-1985,66,66,8,8,0,0,8,1 (1ct 0st),0.121,
17,RIC Holder (WI),1993-1997,37,37,8,8,0,0,8,3 (3ct 0st),0.216,
18,RK Illingworth (ENG),1991-1996,25,25,8,8,0,0,8,2 (2ct 0st),0.32,
19,Imam-ul-Haq (PAK),2017-2021,45,45,8,8,0,0,8,1 (1ct 0st),0.177,
20,BP Julian (AUS),1993-1999,25,25,8,8,0,0,8,2 (2ct 0st),0.32,
21,Junaid Khan (PAK),2011-2019,75,75,8,8,0,0,8,1 (1ct 0st),0.106,
22,AI Kallicharran (WI),1973-1981,31,31,8,8,0,0,8,2 (2ct 0st),0.258,
23,SC Khanna (INDIA),1979-1984,8,8,8,4,4,4,0,3 (1ct 2st),1.0,
24,GF Labrooy (SL),1986-1992,44,44,8,8,0,0,8,1 (1ct 0st),0.181,
25,W Larkins (ENG),1979-1991,23,23,8,8,0,0,8,1 (1ct 0st),0.347,
26,NAM McLean (WI),1996-2003,44,44,8,8,0,0,8,2 (2ct 0st),0.181,
27,JN Malan (SA),2020-2022,12,12,8,8,0,0,8,3 (3ct 0st),0.666,
28,VJ Marks (ENG),1980-1988,34,34,8,8,0,0,8,1 (1ct 0st),0.235,
29,Mirwais Ashraf (AFG),2009-2016,45,45,8,8,0,0,8,2 (2ct 0st),0.177,
30,Mohammad Akram (PAK),1995-2000,21,21,8,8,0,0,8,2 (2ct 0st),0.38,
31,Mohammad Amir (PAK),2009-2019,60,60,8,8,0,0,8,2 (2ct 0st),0.133,
32,S Mukuddem (BMUDA),2006-2007,20,20,8,8,0,0,8,1 (1ct 0st),0.4,
33,AD Mullally (ENG),1996-2001,49,49,8,8,0,0,8,2 (2ct 0st),0.163,
34,T Mupariwa (ZIM),2004-2016,39,39,8,8,0,0,8,1 (1ct 0st),0.205,
35,L Ngidi (SA),2018-2022,31,31,8,8,0,0,8,2 (2ct 0st),0.258,
36,CM Old (ENG),1973-1981,29,29,8,8,0,0,8,2 (2ct 0st),0.275,
37,DR Parry (WI),1978-1980,6,6,8,8,0,0,8,2 (2ct 0st),1.333,
38,EC Rainsford (ZIM),2004-2010,39,39,8,8,0,0,8,2 (2ct 0st),0.205,
39,SLV Raju (INDIA),1990-1996,52,52,8,8,0,0,8,1 (1ct 0st),0.153,
40,MR Ramprakash (ENG),1991-2001,18,18,8,8,0,0,8,2 (2ct 0st),0.444,
41,MJR Rindel (SA),1994-1999,22,22,8,8,0,0,8,2 (2ct 0st),0.363,
42,IH Romaine (BMUDA),2006-2009,35,35,8,8,0,0,8,2 (2ct 0st),0.228,
43,PADLR Sandakan (SL),2016-2021,30,30,8,8,0,0,8,2 (2ct 0st),0.266,
44,Sarfraz Nawaz (PAK),1973-1984,44,44,8,8,0,0,8,1 (1ct 0st),0.181,
45,TL Seifert (NZ),2019-2019,3,3,8,7,1,7,0,4 (4ct 0st),2.666,
46,Shafiul Islam (BAN),2010-2020,60,60,8,8,0,0,8,2 (2ct 0st),0.133,
47,SB Smith (AUS),1983-1985,25,25,8,8,0,0,8,1 (1ct 0st),0.32,
48,IS Sodhi (NZ),2015-2020,31,31,8,8,0,0,8,2 (2ct 0st),0.258,
49,Syed Rasel (BAN),2005-2010,52,52,8,8,0,0,8,2 (2ct 0st),0.153,
0,SW Tait (AUS),2007-2011,33,33,8,8,0,0,8,2 (2ct 0st),0.242,
1,Taskin Ahmed (BAN),2014-2021,39,39,8,8,0,0,8,1 (1ct 0st),0.205,
2,SR Taylor (USA),2019-2021,18,18,8,8,0,0,8,2 (2ct 0st),0.444,
3,SR Thompson (IRE),2013-2017,18,18,8,8,0,0,8,1 (1ct 0st),0.444,
4,MRJ Veletta (AUS),1987-1989,20,20,8,8,0,1,7,3 (3ct 0st),0.4,
5,DM Wellham (AUS),1981-1987,17,17,8,8,0,0,8,2 (2ct 0st),0.47,
6,LR Williams (WI),1996-2001,15,15,8,8,0,0,8,2 (2ct 0st),0.533,
7,KJ Wright (AUS),1979-1979,5,5,8,8,0,8,0,2 (2ct 0st),1.6,
8,CA Young (IRE),2014-2022,30,30,8,8,0,0,8,2 (2ct 0st),0.266,
9,NP Kenjige (USA),2019-2021,11,11,7,7,0,0,7,2 (2ct 0st),0.636,
10,KJ Abbott (SA),2013-2016,27,27,7,7,0,0,7,2 (2ct 0st),0.259,
11,Abdur Rehman (PAK),2006-2014,31,31,7,7,0,0,7,2 (2ct 0st),0.225,
12,PR Adams (SA),1996-2003,23,23,7,7,0,0,7,2 (2ct 0st),0.304,
13,AC Agar (AUS),2015-2021,15,15,7,7,0,0,7,1 (1ct 0st),0.466,
14,Asif Iqbal (PAK),1973-1979,10,10,7,7,0,0,7,2 (2ct 0st),0.7,
15,KBJ Azad (INDIA),1980-1986,23,23,7,7,0,0,7,2 (2ct 0st),0.304,
16,GEF Barnett (CAN),2006-2010,22,22,7,7,0,0,7,1 (1ct 0st),0.318,
17,DE Bernard (WI),2003-2010,19,19,7,7,0,0,7,1 (1ct 0st),0.368,
18,IS Billcliff (CAN),2003-2009,19,19,7,7,0,0,7,2 (2ct 0st),0.368,
19,D Bishoo (WI),2011-2019,40,40,7,7,0,0,7,1 (1ct 0st),0.175,
20,GS Blewett (AUS),1995-1999,32,32,7,7,0,0,7,2 (2ct 0st),0.218,
21,MG Burgess (NZ),1973-1981,24,24,7,7,0,0,7,2 (2ct 0st),0.291,
22,JL Carter (WI),2015-2019,31,31,7,7,0,0,7,2 (2ct 0st),0.225,
23,TL Chatara (ZIM),2013-2022,76,76,7,7,0,0,7,1 (1ct 0st),0.092,
24,NM Coulter-Nile (AUS),2013-2019,32,32,7,7,0,0,7,1 (1ct 0st),0.218,
25,TBM de Leede (NED),1996-2007,28,28,7,7,0,0,7,2 (2ct 0st),0.25,
26,JL Denly (ENG),2009-2020,14,14,7,7,0,0,7,2 (2ct 0st),0.5,
27,AIC Dodemaide (AUS),1988-1993,24,24,7,7,0,0,7,2 (2ct 0st),0.291,
28,MG Erasmus (NAM),2019-2020,8,8,7,7,0,0,7,2 (2ct 0st),0.875,
29,N Pradeep (SL),2012-2022,46,46,7,7,0,0,7,2 (2ct 0st),0.152,
30,SR Gillespie (NZ),1986-1988,19,19,7,7,0,0,7,2 (2ct 0st),0.368,
31,G Goudie (SCOT),2008-2013,16,16,7,7,0,0,7,2 (2ct 0st),0.437,
32,R Gunasekera (CAN),2008-2014,18,18,7,7,0,0,7,2 (2ct 0st),0.388,
33,GM Hamilton (SCOT),1999-2010,36,36,7,6,1,0,6,1 (1ct 0st),0.194,
34,AS Hansra (CAN),2010-2014,23,23,7,7,0,0,7,1 (1ct 0st),0.304,
35,MN Hart (NZ),1994-2002,12,12,7,7,0,0,7,2 (2ct 0st),0.583,
36,DL Hemp (BMUDA),2006-2009,22,22,7,7,0,0,7,3 (3ct 0st),0.318,
37,AG Huckle (ZIM),1997-1999,18,18,7,7,0,0,7,2 (2ct 0st),0.388,
38,Humayun Farhat (PAK),2001-2001,5,5,7,4,3,4,0,3 (3ct 0st),1.4,
39,KAD Hurdle (BMUDA),2006-2007,19,19,7,7,0,0,7,1 (1ct 0st),0.368,
40,Jahurul Islam (BAN),2010-2013,13,13,7,7,0,4,3,3 (3ct 0st),0.538,
41,NG Jones (IRE),2010-2011,14,14,7,7,0,0,7,2 (2ct 0st),0.5,
42,S Randiv (SL),2009-2016,30,30,7,7,0,0,7,1 (1ct 0st),0.233,
43,SHT Kandamby (SL),2004-2014,38,38,7,7,0,0,7,2 (2ct 0st),0.184,
44,P Khadka (NEPAL),2018-2020,10,10,7,7,0,0,7,3 (3ct 0st),0.7,
45,RN Lewis (WI),1997-2009,28,28,7,7,0,0,7,1 (1ct 0st),0.25,
46,NM Lyon (AUS),2012-2019,29,29,7,7,0,0,7,2 (2ct 0st),0.241,
47,CJ McKay (AUS),2009-2014,55,55,7,7,0,0,7,3 (3ct 0st),0.127,
48,Manjural Islam (BAN),1999-2003,32,32,7,7,0,0,7,1 (1ct 0st),0.218,
49,CS Martin (NZ),2001-2008,19,19,7,7,0,0,7,1 (1ct 0st),0.368,
0,SW Masakadza (ZIM),2010-2014,16,16,7,7,0,0,7,3 (3ct 0st),0.437,
1,Mehrab Hossain jnr (BAN),2006-2009,18,18,7,7,0,0,7,1 (1ct 0st),0.388,
2,Mohammad Mithun (BAN),2014-2021,33,33,7,7,0,0,7,2 (2ct 0st),0.212,
3,VV Morea (PNG),2014-2018,13,13,7,7,0,0,7,2 (2ct 0st),0.538,
4,CT Mutombodzi (ZIM),2013-2020,14,14,7,7,0,0,7,3 (3ct 0st),0.5,
5,Naimur Rahman (BAN),1995-2002,28,28,7,7,0,0,7,2 (2ct 0st),0.25,
6,Naseem Khushi (OMA),2020-2021,14,14,7,6,1,5,1,2 (2ct 0st),0.5,
7,SN Netravalkar (USA),2019-2021,19,19,7,7,0,0,7,3 (3ct 0st),0.368,
8,J Nyumbu (ZIM),2014-2015,19,19,7,7,0,0,7,2 (2ct 0st),0.368,
9,NN Odhiambo (KENYA),2006-2014,67,67,7,7,0,0,7,1 (1ct 0st),0.104,
10,PP Ojha (INDIA),2008-2012,18,18,7,7,0,0,7,3 (3ct 0st),0.388,
11,E Otieno (KENYA),2007-2014,25,25,7,7,0,0,7,2 (2ct 0st),0.28,
12,BJ Patel (KENYA),2001-2006,30,30,7,7,0,0,7,1 (1ct 0st),0.233,
13,H Patel (CAN),2009-2013,21,21,7,7,0,0,7,2 (2ct 0st),0.333,
14,N Pokana (PNG),2017-2021,19,19,7,7,0,0,7,3 (3ct 0st),0.368,
15,NS Poonia (SCOT),2006-2009,19,19,7,7,0,0,7,2 (2ct 0st),0.368,
16,S Prasanna (SL),2011-2019,39,39,7,7,0,0,7,1 (1ct 0st),0.179,
17,D Pretorius (SA),2016-2022,23,23,7,7,0,0,7,2 (2ct 0st),0.304,
18,C Pringle (NZ),1990-1995,61,61,7,7,0,0,7,1 (1ct 0st),0.114,
19,SMA Priyanjan (SL),2013-2015,23,23,7,7,0,0,7,1 (1ct 0st),0.304,
20,KR Pushpakumara (SL),1994-1999,29,29,7,7,0,0,7,3 (3ct 0st),0.241,
21,DJ Reekers (NED),2006-2009,18,18,7,7,0,0,7,2 (2ct 0st),0.388,
22,KW Richardson (AUS),2013-2020,25,25,7,7,0,0,7,2 (2ct 0st),0.28,
23,BG Rogers (ZIM),2002-2005,15,15,7,7,0,0,7,1 (1ct 0st),0.466,
24,V Shankar (INDIA),2019-2019,12,12,7,7,0,0,7,1 (1ct 0st),0.583,
25,C Sharma (INDIA),1983-1994,62,62,7,7,0,0,7,1 (1ct 0st),0.112,
26,SK Sharma (INDIA),1988-1990,23,23,7,7,0,0,7,2 (2ct 0st),0.304,
27,M Sheikh (KENYA),1997-2000,21,21,7,7,0,0,7,1 (1ct 0st),0.333,
28,L Sivaramakrishnan (INDIA),1985-1987,16,16,7,7,0,0,7,3 (3ct 0st),0.437,
29,GC Small (ENG),1987-1992,50,50,7,7,0,0,7,2 (2ct 0st),0.14,
30,Sohag Gazi (BAN),2012-2014,18,18,7,7,0,0,7,2 (2ct 0st),0.388,
31,TB Sole (SCOT),2018-2019,10,10,7,7,0,0,7,2 (2ct 0st),0.7,
32,CA Soper (PNG),2016-2021,27,27,7,7,0,0,7,2 (2ct 0st),0.259,
33,S Sreesanth (INDIA),2005-2011,49,49,7,7,0,0,7,1 (1ct 0st),0.142,
34,ES Szwarczynski (NED),2006-2014,39,39,7,7,0,0,7,1 (1ct 0st),0.179,
35,Tapash Baisya (BAN),2002-2007,55,55,7,7,0,0,7,1 (1ct 0st),0.127,
36,CJ Tavare (ENG),1980-1984,29,29,7,7,0,0,7,2 (2ct 0st),0.241,
37,JWA Taylor (ENG),2011-2015,26,26,7,7,0,0,7,3 (3ct 0st),0.269,
38,K Verreynne (SA),2020-2021,7,7,7,7,0,0,7,3 (3ct 0st),1.0,
39,MRJ Watt (SCOT),2016-2021,31,31,7,7,0,0,7,1 (1ct 0st),0.225,
40,DF Watts (SCOT),2006-2011,34,34,7,7,0,0,7,2 (2ct 0st),0.205,
41,VJ Wells (ENG),1999-1999,9,9,7,7,0,0,7,3 (3ct 0st),0.777,
42,Aftab Alam (AFG),2010-2019,27,27,6,6,0,0,6,2 (2ct 0st),0.222,
43,Aqib Ilyas (OMA),2019-2021,16,16,6,6,0,0,6,2 (2ct 0st),0.375,
44,Ashfaq Ahmed (UAE),2018-2019,16,16,6,6,0,0,6,2 (2ct 0st),0.375,
45,Asif Ali (PAK),2018-2021,18,18,6,6,0,0,6,1 (1ct 0st),0.333,
46,M Bhanuka (SL),2019-2021,6,6,6,5,1,5,0,3 (3ct 0st),1.0,
47,IDR Bradshaw (WI),2004-2007,59,59,6,6,0,0,6,1 (1ct 0st),0.101,
48,JP Bray (IRE),2006-2007,14,14,6,6,0,1,5,2 (2ct 0st),0.428,
49,AD Brown (ENG),1996-2001,15,15,6,6,0,0,6,2 (2ct 0st),0.4,
0,DG Brownlie (NZ),2012-2017,15,15,6,6,0,0,6,1 (1ct 0st),0.4,
1,Mudassar Bukhari (NED),2007-2014,44,44,6,6,0,0,6,1 (1ct 0st),0.136,
2,LJ Burger (NAM),2003-2003,6,6,6,6,0,0,6,3 (3ct 0st),1.0,
3,DJ Callaghan (SA),1992-2000,28,28,6,6,0,0,6,2 (2ct 0st),0.214,
4,DJ Capel (ENG),1987-1990,21,21,6,6,0,0,6,2 (2ct 0st),0.285,
5,PVD Chameera (SL),2015-2022,37,37,6,6,0,0,6,1 (1ct 0st),0.162,
6,S Chattergoon (WI),2006-2009,15,15,6,6,0,0,6,2 (2ct 0st),0.4,
7,TS Chisoro (ZIM),2015-2020,20,20,6,6,0,0,6,2 (2ct 0st),0.3,
8,GR Codrington (CAN),2006-2007,17,17,6,6,0,0,6,1 (1ct 0st),0.352,
9,PT Collins (WI),1999-2005,28,28,6,6,0,0,6,1 (1ct 0st),0.214,
10,DG Cork (ENG),1992-2002,31,31,6,6,0,0,6,2 (2ct 0st),0.193,
11,CD Cumming (NZ),2003-2009,13,13,6,6,0,0,6,2 (2ct 0st),0.461,
12,WM Darling (AUS),1978-1982,17,17,6,6,0,0,6,3 (3ct 0st),0.352,
13,TN de Grooth (NED),2006-2013,33,33,6,6,0,0,6,1 (1ct 0st),0.181,
14,CD de Lange (SCOT),2016-2017,11,11,6,6,0,0,6,3 (3ct 0st),0.545,
15,AM de Silva (SL),1986-1993,4,4,6,4,2,4,0,3 (2ct 1st),1.5,
16,EAR de Silva (SL),1986-1992,28,28,6,6,0,0,6,2 (2ct 0st),0.214,
17,T Duffin (ZIM),2006-2007,22,22,6,6,0,0,6,1 (1ct 0st),0.272,
18,PH Edmonds (ENG),1977-1987,28,28,6,6,0,0,6,2 (2ct 0st),0.214,
19,Enamul Haque (BAN),1990-2002,29,29,6,6,0,0,6,3 (3ct 0st),0.206,
20,CJ Ferguson (AUS),2009-2011,28,28,6,6,0,0,6,2 (2ct 0st),0.214,
21,G Fowler (ENG),1983-1986,26,26,6,4,2,2,2,3 (1ct 2st),0.23,
22,AD Gaekwad (INDIA),1975-1987,14,14,6,6,0,0,6,1 (1ct 0st),0.428,
23,MR Gillespie (NZ),2006-2009,29,29,6,6,0,0,6,2 (2ct 0st),0.206,
24,K Gore (USA),2019-2021,16,16,6,6,0,0,6,3 (3ct 0st),0.375,
25,AW Greig (ENG),1972-1977,20,20,6,6,0,0,6,3 (3ct 0st),0.3,
26,Hamza Tariq (CAN),2011-2014,7,7,6,5,1,5,0,2 (2ct 0st),0.857,
27,Hannan Sarkar (BAN),2002-2004,19,19,6,6,0,2,4,1 (1ct 0st),0.315,
28,RJ Harris (AUS),2009-2012,20,20,6,6,0,0,6,1 (1ct 0st),0.3,
29,Harvinder Singh (INDIA),1997-2001,15,15,6,6,0,0,6,1 (1ct 0st),0.4,
30,Hasibul Hossain (BAN),1995-2004,32,32,6,6,0,0,6,2 (2ct 0st),0.187,
31,UC Hathurusingha (SL),1992-1999,32,32,6,6,0,0,6,1 (1ct 0st),0.187,
32,VA Holder (WI),1973-1978,12,12,6,6,0,0,6,1 (1ct 0st),0.5,
33,BC Hollioake (ENG),1997-2002,20,20,6,6,0,0,6,1 (1ct 0st),0.3,
34,MG Hughes (AUS),1988-1993,33,33,6,6,0,0,6,1 (1ct 0st),0.181,
35,Ikram Alikhil (AFG),2019-2019,11,11,6,3,3,3,0,2 (1ct 1st),0.545,
36,Imtiaz Abbasi (UAE),1994-1996,7,7,6,4,2,4,0,2 (2ct 0st),0.857,
37,RC Irani (ENG),1996-2003,29,29,6,6,0,0,6,1 (1ct 0st),0.206,
38,WR James (ZIM),1992-1996,11,11,6,6,0,3,3,2 (2ct 0st),0.545,
39,TP Kamungozi (ZIM),2006-2015,14,14,6,6,0,0,6,2 (2ct 0st),0.428,
40,AY Karim (KENYA),1996-2003,33,33,6,6,0,0,6,1 (1ct 0st),0.181,
41,Karim Sadiq (AFG),2009-2016,24,24,6,6,0,0,6,2 (2ct 0st),0.25,
42,Khurram Khan (UAE),2004-2015,16,16,6,6,0,0,6,2 (2ct 0st),0.375,
43,CL King (WI),1976-1980,18,18,6,6,0,0,6,1 (1ct 0st),0.333,
44,NR Kumar (CAN),2010-2014,15,15,6,6,0,0,6,2 (2ct 0st),0.4,
45,JK Lever (ENG),1976-1982,21,21,6,6,0,0,6,2 (2ct 0st),0.285,
46,PD McGlashan (NZ),2009-2009,3,3,6,6,0,6,0,3 (3ct 0st),2.0,
47,JS Malhotra (USA),2019-2021,11,11,6,5,1,4,1,2 (2ct 0st),0.545,
48,Manjural Islam Rana (BAN),2003-2006,25,25,6,6,0,0,6,1 (1ct 0st),0.24,
49,JJ Martin (INDIA),1999-2001,10,10,6,6,0,0,6,3 (3ct 0st),0.6,
0,WP Masakadza (ZIM),2015-2022,22,22,6,6,0,0,6,2 (2ct 0st),0.272,
1,Mehrab Hossain (BAN),1998-2003,18,18,6,6,0,0,6,2 (2ct 0st),0.333,
2,Mohammad Naveed (UAE),2014-2019,39,39,6,6,0,0,6,1 (1ct 0st),0.153,
3,JFM Morrison (NZ),1975-1983,17,17,6,6,0,0,6,2 (2ct 0st),0.352,
4,Mujeeb Ur Rahman (AFG),2017-2022,45,45,6,6,0,0,6,1 (1ct 0st),0.133,
5,Mushfiqur Rahman (BAN),2000-2004,28,28,6,6,0,0,6,1 (1ct 0st),0.214,
6,MV Nagamootoo (WI),2000-2002,23,23,6,6,0,0,6,1 (1ct 0st),0.26,
7,A Nao (PNG),2017-2019,13,13,6,6,0,0,6,2 (2ct 0st),0.461,
8,Nazmul Hossain (BAN),2004-2012,38,38,6,6,0,0,6,1 (1ct 0st),0.157,
9,JO Ngoche (KENYA),2010-2013,17,17,6,6,0,0,6,1 (1ct 0st),0.352,
10,ML Nkala (ZIM),1998-2006,50,50,6,6,0,0,6,1 (1ct 0st),0.12,
11,AH Omarshah (ZIM),1983-1996,28,28,6,6,0,0,6,2 (2ct 0st),0.214,
12,SD Outerbridge (BMUDA),2006-2009,23,23,6,6,0,0,6,1 (1ct 0st),0.26,
13,LS Pascoe (AUS),1977-1982,29,29,6,6,0,0,6,1 (1ct 0st),0.206,
14,TRO Payne (WI),1984-1987,7,7,6,6,0,2,4,2 (2ct 0st),0.857,
15,VD Philander (SA),2007-2015,28,28,6,6,0,0,6,2 (2ct 0st),0.214,
16,AJ Pycroft (ZIM),1983-1992,20,20,6,6,0,0,6,2 (2ct 0st),0.3,
17,Rahmanullah Gurbaz (AFG),2021-2022,6,6,6,4,2,4,0,2 (2ct 0st),1.0,
18,Rameez Shahzad (UAE),2016-2018,15,15,6,6,0,0,6,1 (1ct 0st),0.4,
19,BA Reid (AUS),1986-1992,59,59,6,6,0,0,6,2 (2ct 0st),0.101,
20,AME Roberts (WI),1975-1983,56,56,6,6,0,0,6,1 (1ct 0st),0.107,
21,RT Robinson (ENG),1984-1988,26,26,6,6,0,0,6,2 (2ct 0st),0.23,
22,FA Rose (WI),1997-2000,26,26,6,6,0,0,6,1 (1ct 0st),0.23,
23,Shabir Noori (AFG),2010-2016,10,10,6,6,0,0,6,2 (2ct 0st),0.6,
24,MD Shanaka (SL),2016-2022,33,33,6,6,0,0,6,1 (1ct 0st),0.181,
25,Sharjeel Khan (PAK),2013-2017,25,25,6,6,0,0,6,1 (1ct 0st),0.24,
26,AK Sharma (INDIA),1988-1993,31,31,6,6,0,0,6,2 (2ct 0st),0.193,
27,MM Sharma (INDIA),2013-2015,25,25,6,6,0,0,6,1 (1ct 0st),0.24,
28,RJ Sidebottom (ENG),2001-2010,25,25,6,6,0,0,6,1 (1ct 0st),0.24,
29,EO Simons (SA),1994-1995,23,23,6,6,0,0,6,1 (1ct 0st),0.26,
30,TAM Siriwardana (SL),2015-2019,25,25,6,6,0,0,6,2 (2ct 0st),0.24,
31,RP Snell (SA),1991-1996,41,41,6,6,0,0,6,1 (1ct 0st),0.146,
32,WF Stelling (NED),2006-2007,13,13,6,6,0,0,6,1 (1ct 0st),0.461,
33,ZE Surkari (CAN),2008-2011,22,22,6,6,0,0,6,1 (1ct 0st),0.272,
34,RML Taylor (SCOT),2013-2016,15,15,6,6,0,0,6,2 (2ct 0st),0.4,
35,Tushar Imran (BAN),2001-2007,40,40,6,6,0,0,6,1 (1ct 0st),0.15,
36,I Udana (SL),2012-2021,21,21,6,6,0,0,6,2 (2ct 0st),0.285,
37,Umar Amin (PAK),2010-2018,16,16,6,6,0,0,6,2 (2ct 0st),0.375,
38,DL Underwood (ENG),1973-1982,25,25,6,6,0,0,6,2 (2ct 0st),0.24,
39,AV Vadher (KENYA),1997-1999,18,18,6,6,0,0,6,2 (2ct 0st),0.333,
40,Y Venugopal Rao (INDIA),2005-2006,16,16,6,6,0,0,6,2 (2ct 0st),0.375,
41,R Vinay Kumar (INDIA),2010-2013,29,29,6,6,0,0,6,2 (2ct 0st),0.206,
42,JM Vince (ENG),2016-2021,17,17,6,6,0,0,6,2 (2ct 0st),0.352,
43,AC Voges (AUS),2007-2013,27,27,6,6,0,0,6,2 (2ct 0st),0.222,
44,MHN Walker (AUS),1974-1981,16,16,6,6,0,0,6,1 (1ct 0st),0.375,
45,Yasir Shah (PAK),2011-2019,24,24,6,6,0,0,6,2 (2ct 0st),0.25,
46,Aasif Sheikh (NEPAL),2021-2021,6,6,5,5,0,1,4,3 (3ct 0st),0.833,
47,Abdul Shakoor (UAE),2015-2018,3,3,5,4,1,2,2,3 (2ct 1st),1.666,
48,GI Allott (NZ),1997-2000,27,27,5,5,0,0,5,1 (1ct 0st),0.185,
49,Anshuman Rath (HKG),2014-2018,17,17,5,5,0,0,5,1 (1ct 0st),0.294,
0,Arafat Sunny (BAN),2014-2015,16,16,5,5,0,0,5,1 (1ct 0st),0.312,
1,JC Archer (ENG),2019-2020,16,16,5,5,0,0,5,1 (1ct 0st),0.312,
2,Arshad Ayub (INDIA),1987-1990,32,32,5,5,0,0,5,1 (1ct 0st),0.156,
3,JT Ball (ENG),2016-2018,18,18,5,5,0,0,5,3 (3ct 0st),0.277,
4,U Bhatti (CAN),2006-2010,35,35,5,5,0,0,5,1 (1ct 0st),0.142,
5,SL Boock (NZ),1978-1987,13,13,5,5,0,0,5,1 (1ct 0st),0.384,
6,G Boycott (ENG),1971-1981,34,34,5,5,0,0,5,3 (3ct 0st),0.147,
7,DH Brain (ZIM),1992-1995,22,22,5,5,0,0,5,2 (2ct 0st),0.227,
8,RD Brown (ZIM),1983-1987,7,7,5,5,0,0,5,2 (2ct 0st),0.714,
9,DE Budge (SCOT),2018-2021,8,8,5,5,0,0,5,2 (2ct 0st),0.625,
10,RJ Campbell (AUS),2002-2002,2,2,5,4,1,4,0,3 (2ct 1st),2.5,
11,IM Chappell (AUS),1971-1980,16,16,5,5,0,0,5,2 (2ct 0st),0.312,
12,PKD Chase (IRE),2016-2018,23,23,5,5,0,0,5,2 (2ct 0st),0.217,
13,NG Cowans (ENG),1983-1985,23,23,5,5,0,0,5,1 (1ct 0st),0.217,
14,CE Cuffy (WI),1994-2002,39,39,5,5,0,0,5,1 (1ct 0st),0.128,
15,TK Curran (ENG),2017-2021,26,26,5,5,0,0,5,1 (1ct 0st),0.192,
16,WW Daniel (WI),1978-1984,18,18,5,5,0,0,5,1 (1ct 0st),0.277,
17,SP Davis (AUS),1986-1988,37,37,5,5,0,0,5,1 (1ct 0st),0.135,
18,MH Dekker (ZIM),1992-1996,22,22,5,5,0,0,5,1 (1ct 0st),0.227,
19,BFW de Leede (NED),2018-2022,10,10,5,5,0,0,5,2 (2ct 0st),0.5,
20,JW Dernbach (ENG),2011-2013,23,23,5,5,0,0,5,2 (2ct 0st),0.217,
21,DS de Silva (SL),1975-1985,40,40,5,5,0,0,5,1 (1ct 0st),0.125,
22,VC Drakes (WI),1995-2004,32,32,5,5,0,0,5,1 (1ct 0st),0.156,
23,GD Drummond (SCOT),2007-2013,28,28,5,5,0,0,5,1 (1ct 0st),0.178,
24,H Durham (BMUDA),2006-2006,9,9,5,5,0,0,5,2 (2ct 0st),0.555,
25,GN Edwards (NZ),1976-1981,6,6,5,5,0,2,3,2 (2ct 0st),0.833,
26,RMS Eranga (SL),2011-2016,18,18,5,5,0,0,5,2 (2ct 0st),0.277,
27,SM Ervine (ZIM),2001-2004,39,39,5,5,0,0,5,1 (1ct 0st),0.128,
28,SE Findlay (WI),2008-2009,8,8,5,5,0,0,5,2 (2ct 0st),0.625,
29,ARC Fraser (ENG),1989-1999,40,40,5,5,0,0,5,1 (1ct 0st),0.125,
30,AFG Griffith (WI),1996-2000,9,9,5,5,0,0,5,2 (2ct 0st),0.555,
31,Hamid Hassan (AFG),2009-2019,37,37,5,5,0,0,5,1 (1ct 0st),0.135,
32,BR Hartland (NZ),1992-1994,15,15,5,5,0,0,5,1 (1ct 0st),0.333,
33,JW Hastings (AUS),2010-2016,28,28,5,5,0,0,5,2 (2ct 0st),0.178,
34,RC Haynes (WI),1989-1991,8,8,5,5,0,0,5,2 (2ct 0st),0.625,
35,EE Hemmings (ENG),1982-1991,31,31,5,5,0,0,5,1 (1ct 0st),0.161,
36,M Hendrick (ENG),1973-1981,19,19,5,5,0,0,5,1 (1ct 0st),0.263,
37,RS Higgins (ZIM),2006-2006,10,10,5,5,0,0,5,1 (1ct 0st),0.5,
38,PJC Hoffmann (SCOT),2006-2007,17,17,5,5,0,0,5,1 (1ct 0st),0.294,
